######################################################################
##########   Aircraft deconfliction in 3 dim  ########################
### n aircraft flying with velocity v, configuration: 'nonspheric' ###
######################################################################

param dim := 3;
param n :=  10;
let v[1] := 4;
let v[2] := 6.80641759013;
let v[3] := 9;
let v[4] := 15.4429912211;
let v[5] := 1;
let v[6] := 2.07027230375;
let v[7] := 8;
let v[8] := 11.1591975576;
let v[9] := 8;
let v[10] := 18.2223664172;


let x0[1,1] := 0.922140075869;
let x0[2,1] := 1.11761330853;
let x0[1,2] := 0.208830532141;
let x0[2,2] := 0.865969763923;
let x0[1,3] := 0.631368523825;
let x0[2,3] := 1.95345548437;
let x0[3,1] := 1.41592363595;
let x0[4,1] := 0.0713025613307;
let x0[3,2] := 0.454427413905;
let x0[4,2] := 1.13460322916;
let x0[3,3] := 1.51669550976;
let x0[4,3] := 1.791400906;
let x0[5,1] := 1.53436073227;
let x0[6,1] := 1.83347911393;
let x0[5,2] := 0.135646757996;
let x0[6,2] := 1.74499618354;
let x0[5,3] := 1.44649660795;
let x0[6,3] := 1.35929152403;
let x0[7,1] := 0.696172683544;
let x0[8,1] := 0.276136903702;
let x0[7,2] := 0.751782084159;
let x0[8,2] := 0.692662444943;
let x0[7,3] := 1.50496384428;
let x0[8,3] := 1.48511316621;
let x0[9,1] := 0.18536194817;
let x0[10,1] := 1.77565259228;
let x0[9,2] := 0.399120140328;
let x0[10,2] := 0.115871032145;
let x0[9,3] := 1.35778891113;
let x0[10,3] := 0.773378738485;


let u[1,1] := 0.000592961223997;
let u[1,2] := 0.997249697054;
let u[1,3] := -0.074112685296;
let u[2,1] := -0.138575965463;
let u[2,2] := 0.119030095477;
let u[2,3] := -0.983172689901;
let u[3,1] := -0.228568617911;
let u[3,2] := 0.907976284934;
let u[3,3] := -0.351191476127;
let u[4,1] := 0.908663387323;
let u[4,2] := 0.0021286236006;
let u[4,3] := -0.417524032242;
let u[5,1] := -0.63202162926;
let u[5,2] := 0.687357759319;
let u[5,3] := -0.357893798286;
let u[6,1] := -0.523992594003;
let u[6,2] := -0.844705070815;
let u[6,3] := -0.10911051631;
let u[7,1] := 0.669520056147;
let u[7,2] := 0.450799693067;
let u[7,3] := -0.59035796865;
let u[8,1] := 0.834041832614;
let u[8,2] := 0.373011401306;
let u[8,3] := -0.406493192988;
let u[9,1] := 0.421509517356;
let u[9,2] := 0.835156795983;
let u[9,3] := -0.353331081142;
let u[10,1] := -0.811909174273;
let u[10,2] := 0.544221497092;
let u[10,3] := 0.211249745172;

